event_id,event_date,entity_id,event_type,severity,estimated_impact
EV0001,2026-01-01,FIE001,qa_check,Medium,13013
EV0002,2026-01-02,FIE031,experiment,Low,29319
EV0003,2026-01-03,FIE008,stakeholder_request,Medium,37005
EV0004,2026-01-04,FIE033,handoff,High,40068
EV0005,2026-01-05,FIE034,exception,High,23885
EV0006,2026-01-06,FIE023,handoff,Low,31030
EV0007,2026-01-07,FIE019,experiment,High,17468
EV0008,2026-01-08,FIE018,handoff,High,37107
EV0009,2026-01-09,FIE006,launch,High,28078
EV0010,2026-01-10,FIE007,qa_check,Low,31996
EV0011,2026-01-11,FIE024,experiment,Low,42302
EV0012,2026-01-12,FIE035,stakeholder_request,Medium,29686
EV0013,2026-01-13,FIE006,qa_check,High,35967
EV0014,2026-01-14,FIE034,exception,Medium,34658
EV0015,2026-01-15,FIE015,stakeholder_request,Low,41837
EV0016,2026-01-16,FIE009,exception,Low,46825
EV0017,2026-01-17,FIE006,exception,Low,14523
EV0018,2026-01-18,FIE029,launch,Low,18170
EV0019,2026-01-19,FIE005,qa_check,Low,7614
EV0020,2026-01-20,FIE008,exception,Medium,18617
EV0021,2026-01-21,FIE034,stakeholder_request,Medium,45032
EV0022,2026-01-22,FIE003,qa_check,High,44618
EV0023,2026-01-23,FIE025,handoff,Low,47097
EV0024,2026-01-24,FIE019,qa_check,Medium,36950
EV0025,2026-01-25,FIE020,qa_check,Low,17316
EV0026,2026-01-26,FIE009,experiment,High,4743
EV0027,2026-01-27,FIE004,experiment,Medium,26393
EV0028,2026-01-28,FIE016,handoff,Low,49719
EV0029,2026-01-29,FIE011,experiment,Low,44950
EV0030,2026-01-30,FIE025,launch,Medium,33154
EV0031,2026-01-31,FIE019,handoff,Medium,36975
EV0032,2026-02-01,FIE019,stakeholder_request,Medium,18553
EV0033,2026-02-02,FIE013,handoff,High,4981
EV0034,2026-02-03,FIE026,qa_check,Low,48050
EV0035,2026-02-04,FIE035,stakeholder_request,Low,38394
EV0036,2026-02-05,FIE022,experiment,Low,25026
EV0037,2026-02-06,FIE026,launch,Low,4647
EV0038,2026-02-07,FIE004,qa_check,High,11940
EV0039,2026-02-08,FIE004,handoff,High,16003
EV0040,2026-02-09,FIE019,handoff,Low,16384
EV0041,2026-02-10,FIE034,exception,Medium,24095
EV0042,2026-02-11,FIE007,handoff,Medium,37857
EV0043,2026-02-12,FIE004,handoff,High,35676
EV0044,2026-02-13,FIE033,stakeholder_request,Medium,14754
EV0045,2026-02-14,FIE003,experiment,Medium,22601
EV0046,2026-02-15,FIE014,exception,Medium,32080
EV0047,2026-02-16,FIE017,launch,High,41020
EV0048,2026-02-17,FIE003,qa_check,Medium,17373
EV0049,2026-02-18,FIE010,exception,High,44789
EV0050,2026-02-19,FIE011,qa_check,Medium,6355
EV0051,2026-02-20,FIE029,experiment,Low,11104
EV0052,2026-02-21,FIE028,exception,Medium,51298
EV0053,2026-02-22,FIE027,exception,High,17848
EV0054,2026-02-23,FIE010,experiment,Low,29608
EV0055,2026-02-24,FIE024,experiment,Low,15167
EV0056,2026-02-25,FIE034,stakeholder_request,High,22130
EV0057,2026-02-26,FIE022,handoff,High,12252
EV0058,2026-02-27,FIE014,stakeholder_request,High,25169
EV0059,2026-02-28,FIE013,qa_check,High,9847
EV0060,2026-03-01,FIE026,exception,High,26232
EV0061,2026-03-02,FIE021,launch,Low,38978
EV0062,2026-03-03,FIE008,stakeholder_request,High,31488
EV0063,2026-03-04,FIE026,exception,High,48392
EV0064,2026-03-05,FIE001,handoff,High,44945
EV0065,2026-03-06,FIE029,handoff,Medium,1225
EV0066,2026-03-07,FIE020,stakeholder_request,Low,50853
EV0067,2026-03-08,FIE035,qa_check,Medium,26380
EV0068,2026-03-09,FIE021,qa_check,Medium,50811
EV0069,2026-03-10,FIE029,qa_check,Low,6633
EV0070,2026-03-11,FIE013,experiment,Low,1111
EV0071,2026-03-12,FIE019,qa_check,Medium,45444
EV0072,2026-03-13,FIE018,stakeholder_request,Low,10787
EV0073,2026-03-14,FIE003,experiment,High,10003
EV0074,2026-03-15,FIE019,experiment,Low,27888
EV0075,2026-03-16,FIE030,stakeholder_request,High,4482
EV0076,2026-03-17,FIE012,stakeholder_request,High,43968
EV0077,2026-03-18,FIE006,qa_check,Low,22513
EV0078,2026-03-19,FIE021,experiment,High,44302
EV0079,2026-03-20,FIE002,stakeholder_request,Low,14881
EV0080,2026-03-21,FIE025,experiment,Low,12804
EV0081,2026-03-22,FIE006,launch,Medium,11939
EV0082,2026-03-23,FIE027,experiment,Medium,43187
EV0083,2026-03-24,FIE001,experiment,Low,43236
EV0084,2026-03-25,FIE007,experiment,Medium,41318
EV0085,2026-03-26,FIE030,exception,Low,8871
EV0086,2026-03-27,FIE016,launch,Low,48811
EV0087,2026-03-28,FIE003,experiment,Low,17564
EV0088,2026-03-29,FIE006,handoff,Medium,3326
EV0089,2026-03-30,FIE007,qa_check,Low,6937
EV0090,2026-03-31,FIE014,experiment,Medium,17093
EV0091,2026-04-01,FIE025,stakeholder_request,High,36529
EV0092,2026-04-02,FIE020,launch,Low,40654
EV0093,2026-04-03,FIE016,stakeholder_request,Low,17516
EV0094,2026-04-04,FIE008,qa_check,Low,44822
EV0095,2026-04-05,FIE017,exception,Low,12157
EV0096,2026-04-06,FIE024,launch,High,51360
EV0097,2026-04-07,FIE027,qa_check,Medium,21459
EV0098,2026-04-08,FIE013,experiment,Low,12378
EV0099,2026-04-09,FIE030,exception,High,33555
EV0100,2026-04-10,FIE001,experiment,High,1949
EV0101,2026-04-11,FIE003,handoff,Medium,23809
EV0102,2026-04-12,FIE030,launch,Low,50446
EV0103,2026-04-13,FIE034,qa_check,High,9631
EV0104,2026-04-14,FIE006,stakeholder_request,Medium,33594
EV0105,2026-04-15,FIE033,qa_check,Low,5518
EV0106,2026-04-16,FIE006,qa_check,High,28242
EV0107,2026-04-17,FIE015,exception,High,32811
EV0108,2026-04-18,FIE015,exception,Medium,1855
EV0109,2026-04-19,FIE010,stakeholder_request,High,29668
EV0110,2026-04-20,FIE001,stakeholder_request,Low,20225
EV0111,2026-04-21,FIE008,exception,Low,21761
EV0112,2026-04-22,FIE028,handoff,Medium,46397
EV0113,2026-04-23,FIE008,qa_check,Medium,38686
EV0114,2026-04-24,FIE005,exception,Medium,51818
EV0115,2026-04-25,FIE015,qa_check,High,33600
EV0116,2026-04-26,FIE026,qa_check,Low,27706
EV0117,2026-04-27,FIE036,stakeholder_request,Low,12066
EV0118,2026-04-28,FIE004,handoff,Low,51129
EV0119,2026-04-29,FIE036,qa_check,Medium,9626
EV0120,2026-04-30,FIE033,experiment,Medium,45314
EV0121,2026-05-01,FIE022,experiment,Low,21086
EV0122,2026-05-02,FIE007,launch,Low,6666
EV0123,2026-05-03,FIE025,launch,Low,36028
EV0124,2026-05-04,FIE007,qa_check,High,29013
EV0125,2026-05-05,FIE027,handoff,Low,26029
EV0126,2026-05-06,FIE006,handoff,Medium,22060
EV0127,2026-05-07,FIE031,stakeholder_request,High,38110
EV0128,2026-05-08,FIE005,handoff,Low,51074
EV0129,2026-05-09,FIE019,launch,High,33898
EV0130,2026-05-10,FIE003,experiment,High,10278
EV0131,2026-05-11,FIE005,exception,Medium,41007
EV0132,2026-05-12,FIE007,exception,High,20468
EV0133,2026-05-13,FIE013,qa_check,Medium,50138
EV0134,2026-05-14,FIE001,handoff,High,5847
EV0135,2026-05-15,FIE014,launch,High,18403
EV0136,2026-05-16,FIE008,exception,Low,46583
EV0137,2026-05-17,FIE029,qa_check,Low,30355
EV0138,2026-05-18,FIE004,experiment,Low,13573
EV0139,2026-05-19,FIE018,launch,Medium,50253
EV0140,2026-05-20,FIE014,launch,Low,30442
EV0141,2026-01-01,FIE009,qa_check,Medium,38031
EV0142,2026-01-02,FIE005,exception,High,11752
EV0143,2026-01-03,FIE004,qa_check,Low,16998
EV0144,2026-01-04,FIE003,launch,Medium,28427
EV0145,2026-01-05,FIE029,handoff,Low,41746
EV0146,2026-01-06,FIE016,experiment,Medium,6901
EV0147,2026-01-07,FIE020,qa_check,Medium,14787
EV0148,2026-01-08,FIE021,experiment,Low,49488
EV0149,2026-01-09,FIE005,exception,Low,21397
EV0150,2026-01-10,FIE025,qa_check,Low,36964
EV0151,2026-01-11,FIE019,handoff,Low,49693
EV0152,2026-01-12,FIE034,stakeholder_request,High,6872
EV0153,2026-01-13,FIE010,exception,Low,22914
EV0154,2026-01-14,FIE029,experiment,Medium,20042
EV0155,2026-01-15,FIE036,handoff,High,40934
EV0156,2026-01-16,FIE030,handoff,Medium,30335
EV0157,2026-01-17,FIE013,exception,Low,6982
EV0158,2026-01-18,FIE021,stakeholder_request,Low,15103
EV0159,2026-01-19,FIE001,launch,High,30091
EV0160,2026-01-20,FIE007,qa_check,Low,5864
EV0161,2026-01-21,FIE017,launch,Medium,6758
EV0162,2026-01-22,FIE025,handoff,High,19206
EV0163,2026-01-23,FIE018,handoff,Low,29826
EV0164,2026-01-24,FIE011,experiment,High,42395
EV0165,2026-01-25,FIE020,experiment,Medium,28087
EV0166,2026-01-26,FIE015,stakeholder_request,High,22217
EV0167,2026-01-27,FIE001,launch,Low,27100
EV0168,2026-01-28,FIE014,exception,High,11529
EV0169,2026-01-29,FIE003,qa_check,Low,1228
EV0170,2026-01-30,FIE013,launch,High,10031
EV0171,2026-01-31,FIE024,handoff,Medium,37896
EV0172,2026-02-01,FIE018,experiment,Medium,14257
EV0173,2026-02-02,FIE034,exception,High,41566
EV0174,2026-02-03,FIE016,experiment,High,19286
EV0175,2026-02-04,FIE030,experiment,High,7433
EV0176,2026-02-05,FIE012,qa_check,High,23672
EV0177,2026-02-06,FIE008,stakeholder_request,Low,40834
EV0178,2026-02-07,FIE023,exception,Medium,37587
EV0179,2026-02-08,FIE002,stakeholder_request,Medium,19385
EV0180,2026-02-09,FIE036,exception,Medium,42692
EV0181,2026-02-10,FIE003,launch,High,30830
EV0182,2026-02-11,FIE026,qa_check,High,6719
EV0183,2026-02-12,FIE027,launch,High,41605
EV0184,2026-02-13,FIE035,qa_check,Low,4277
EV0185,2026-02-14,FIE018,launch,High,32136
EV0186,2026-02-15,FIE006,experiment,High,31871
EV0187,2026-02-16,FIE006,exception,High,32338
EV0188,2026-02-17,FIE025,qa_check,Low,32149
EV0189,2026-02-18,FIE004,experiment,High,5841
EV0190,2026-02-19,FIE033,launch,Medium,24353
EV0191,2026-02-20,FIE002,launch,Medium,46440
EV0192,2026-02-21,FIE020,stakeholder_request,Low,32009
EV0193,2026-02-22,FIE035,exception,Low,11252
EV0194,2026-02-23,FIE008,experiment,High,13813
EV0195,2026-02-24,FIE019,qa_check,Medium,32602
EV0196,2026-02-25,FIE022,launch,Low,3757
EV0197,2026-02-26,FIE017,experiment,Medium,3120
EV0198,2026-02-27,FIE016,exception,Low,48458
EV0199,2026-02-28,FIE032,stakeholder_request,High,42563
EV0200,2026-03-01,FIE015,experiment,Medium,44712
EV0201,2026-03-02,FIE004,exception,Medium,40853
EV0202,2026-03-03,FIE030,experiment,High,43770
EV0203,2026-03-04,FIE018,launch,Medium,28332
EV0204,2026-03-05,FIE034,launch,High,43826
EV0205,2026-03-06,FIE007,launch,Low,34239
EV0206,2026-03-07,FIE015,launch,Low,43229
EV0207,2026-03-08,FIE016,exception,High,51405
EV0208,2026-03-09,FIE008,handoff,Low,45410
EV0209,2026-03-10,FIE031,experiment,High,4164
EV0210,2026-03-11,FIE026,launch,High,15529
EV0211,2026-03-12,FIE018,experiment,Medium,28486
EV0212,2026-03-13,FIE008,stakeholder_request,High,46345
EV0213,2026-03-14,FIE025,qa_check,High,34328
EV0214,2026-03-15,FIE023,launch,High,12296
EV0215,2026-03-16,FIE029,exception,Low,43703
EV0216,2026-03-17,FIE026,qa_check,Medium,50806
EV0217,2026-03-18,FIE024,launch,High,16967
EV0218,2026-03-19,FIE009,handoff,Low,16808
EV0219,2026-03-20,FIE030,stakeholder_request,Low,42828
EV0220,2026-03-21,FIE002,handoff,High,21981
EV0221,2026-03-22,FIE031,exception,Medium,16570
EV0222,2026-03-23,FIE023,launch,Low,50214
EV0223,2026-03-24,FIE002,experiment,High,42496
EV0224,2026-03-25,FIE033,handoff,High,39784
EV0225,2026-03-26,FIE012,handoff,Medium,15597
EV0226,2026-03-27,FIE022,launch,High,20253
EV0227,2026-03-28,FIE029,experiment,Low,30425
EV0228,2026-03-29,FIE010,qa_check,Medium,46582
EV0229,2026-03-30,FIE036,experiment,High,20701
EV0230,2026-03-31,FIE022,handoff,Medium,33471
EV0231,2026-04-01,FIE005,exception,Medium,20131
EV0232,2026-04-02,FIE002,launch,High,4907
EV0233,2026-04-03,FIE008,qa_check,Medium,14443
EV0234,2026-04-04,FIE020,exception,Medium,37941
EV0235,2026-04-05,FIE023,exception,Low,2649
EV0236,2026-04-06,FIE036,experiment,Low,3678
EV0237,2026-04-07,FIE032,qa_check,Low,10015
EV0238,2026-04-08,FIE018,experiment,High,32483
EV0239,2026-04-09,FIE003,qa_check,High,1255
EV0240,2026-04-10,FIE018,exception,High,3917
EV0241,2026-04-11,FIE002,exception,Low,2952
EV0242,2026-04-12,FIE023,handoff,High,18379
EV0243,2026-04-13,FIE018,exception,Low,23179
EV0244,2026-04-14,FIE016,exception,Medium,47974
EV0245,2026-04-15,FIE030,stakeholder_request,High,25858
EV0246,2026-04-16,FIE034,launch,Medium,2597
EV0247,2026-04-17,FIE028,experiment,Medium,11326
EV0248,2026-04-18,FIE032,handoff,Low,5237
EV0249,2026-04-19,FIE003,experiment,High,48621
EV0250,2026-04-20,FIE003,qa_check,High,1003
EV0251,2026-04-21,FIE021,exception,High,1995
EV0252,2026-04-22,FIE003,launch,High,38858
EV0253,2026-04-23,FIE016,stakeholder_request,Medium,33133
EV0254,2026-04-24,FIE008,stakeholder_request,High,41587
EV0255,2026-04-25,FIE004,launch,High,25100
EV0256,2026-04-26,FIE002,launch,Medium,42469
EV0257,2026-04-27,FIE035,handoff,Medium,39506
EV0258,2026-04-28,FIE029,launch,Low,13177
EV0259,2026-04-29,FIE034,experiment,Low,4385
EV0260,2026-04-30,FIE021,handoff,High,3898
EV0261,2026-05-01,FIE034,experiment,Low,23295
EV0262,2026-05-02,FIE014,stakeholder_request,High,29160
EV0263,2026-05-03,FIE031,qa_check,Low,18143
EV0264,2026-05-04,FIE035,experiment,Medium,8393
EV0265,2026-05-05,FIE029,experiment,Medium,44715
EV0266,2026-05-06,FIE017,qa_check,High,18698
EV0267,2026-05-07,FIE023,stakeholder_request,Low,44939
EV0268,2026-05-08,FIE030,handoff,Low,35839
EV0269,2026-05-09,FIE031,qa_check,High,14357
EV0270,2026-05-10,FIE008,launch,Low,38951
EV0271,2026-05-11,FIE031,stakeholder_request,Medium,18323
EV0272,2026-05-12,FIE033,handoff,Low,15473
EV0273,2026-05-13,FIE007,exception,High,5412
EV0274,2026-05-14,FIE014,qa_check,Medium,20791
EV0275,2026-05-15,FIE025,stakeholder_request,Medium,36053
EV0276,2026-05-16,FIE032,experiment,Low,35107
EV0277,2026-05-17,FIE011,experiment,Low,50884
EV0278,2026-05-18,FIE003,stakeholder_request,Low,29524
EV0279,2026-05-19,FIE028,experiment,High,2813
EV0280,2026-05-20,FIE009,handoff,High,35348
EV0281,2026-01-01,FIE005,launch,Low,43814
EV0282,2026-01-02,FIE021,qa_check,Low,10609
EV0283,2026-01-03,FIE001,experiment,High,45429
EV0284,2026-01-04,FIE001,exception,Medium,18809
EV0285,2026-01-05,FIE027,stakeholder_request,Low,49496
EV0286,2026-01-06,FIE006,experiment,Low,50375
EV0287,2026-01-07,FIE012,handoff,Low,1091
EV0288,2026-01-08,FIE024,stakeholder_request,High,1839
EV0289,2026-01-09,FIE006,stakeholder_request,High,51195
EV0290,2026-01-10,FIE030,stakeholder_request,Medium,18739
EV0291,2026-01-11,FIE020,qa_check,High,38571
EV0292,2026-01-12,FIE027,qa_check,Medium,17731
EV0293,2026-01-13,FIE006,experiment,Medium,4868
EV0294,2026-01-14,FIE010,qa_check,Low,35927
EV0295,2026-01-15,FIE006,qa_check,Low,43440
EV0296,2026-01-16,FIE034,stakeholder_request,Low,16947
EV0297,2026-01-17,FIE006,launch,Low,48382
EV0298,2026-01-18,FIE020,exception,Medium,12193
EV0299,2026-01-19,FIE006,handoff,Medium,33290
EV0300,2026-01-20,FIE026,qa_check,High,24836
EV0301,2026-01-21,FIE035,qa_check,High,41232
EV0302,2026-01-22,FIE036,handoff,High,11534
EV0303,2026-01-23,FIE030,stakeholder_request,High,6448
EV0304,2026-01-24,FIE006,handoff,High,41852
EV0305,2026-01-25,FIE020,handoff,Medium,31258
EV0306,2026-01-26,FIE034,exception,Low,48915
EV0307,2026-01-27,FIE023,experiment,Medium,48199
EV0308,2026-01-28,FIE029,handoff,High,46772
EV0309,2026-01-29,FIE036,exception,High,51870
EV0310,2026-01-30,FIE020,launch,Low,41981
EV0311,2026-01-31,FIE032,qa_check,Medium,25005
EV0312,2026-02-01,FIE019,stakeholder_request,Low,51414
EV0313,2026-02-02,FIE006,launch,Medium,22260
EV0314,2026-02-03,FIE028,exception,Medium,20279
EV0315,2026-02-04,FIE027,handoff,Medium,51219
EV0316,2026-02-05,FIE005,experiment,High,861
EV0317,2026-02-06,FIE022,handoff,Medium,8123
EV0318,2026-02-07,FIE033,exception,Low,25480
EV0319,2026-02-08,FIE030,qa_check,Medium,28809
EV0320,2026-02-09,FIE017,qa_check,High,34172
EV0321,2026-02-10,FIE011,handoff,Low,18878
EV0322,2026-02-11,FIE024,experiment,Low,11589
EV0323,2026-02-12,FIE008,qa_check,High,11074
EV0324,2026-02-13,FIE036,exception,Low,24108
EV0325,2026-02-14,FIE020,handoff,High,10885
EV0326,2026-02-15,FIE026,exception,Low,2674
EV0327,2026-02-16,FIE005,handoff,Low,51362
EV0328,2026-02-17,FIE024,launch,Low,43846
EV0329,2026-02-18,FIE025,stakeholder_request,High,45160
EV0330,2026-02-19,FIE030,launch,High,44577
EV0331,2026-02-20,FIE027,qa_check,Low,51792
EV0332,2026-02-21,FIE031,qa_check,Medium,9699
EV0333,2026-02-22,FIE002,qa_check,Medium,33103
EV0334,2026-02-23,FIE013,qa_check,Low,2136
EV0335,2026-02-24,FIE005,exception,High,23969
EV0336,2026-02-25,FIE035,qa_check,Low,44834
EV0337,2026-02-26,FIE020,handoff,Medium,48707
EV0338,2026-02-27,FIE009,handoff,High,25905
EV0339,2026-02-28,FIE034,qa_check,High,40707
EV0340,2026-03-01,FIE015,experiment,Low,18995
EV0341,2026-03-02,FIE028,qa_check,High,22782
EV0342,2026-03-03,FIE031,stakeholder_request,Low,40369
EV0343,2026-03-04,FIE008,exception,Medium,33242
EV0344,2026-03-05,FIE014,launch,Low,15215
EV0345,2026-03-06,FIE020,launch,Medium,3674
EV0346,2026-03-07,FIE022,stakeholder_request,Low,4666
EV0347,2026-03-08,FIE013,qa_check,High,51956
EV0348,2026-03-09,FIE022,exception,Medium,24040
EV0349,2026-03-10,FIE032,handoff,Low,5980
EV0350,2026-03-11,FIE036,exception,High,18804
EV0351,2026-03-12,FIE026,stakeholder_request,Low,12095
EV0352,2026-03-13,FIE008,qa_check,Medium,49747
EV0353,2026-03-14,FIE027,handoff,High,13771
EV0354,2026-03-15,FIE009,experiment,Low,17881
EV0355,2026-03-16,FIE021,experiment,High,5983
EV0356,2026-03-17,FIE019,handoff,Medium,10558
EV0357,2026-03-18,FIE033,stakeholder_request,Medium,35309
EV0358,2026-03-19,FIE008,handoff,Medium,32803
EV0359,2026-03-20,FIE031,exception,Low,48748
EV0360,2026-03-21,FIE032,handoff,High,50868
EV0361,2026-03-22,FIE027,launch,Low,3264
EV0362,2026-03-23,FIE008,exception,High,39003
EV0363,2026-03-24,FIE001,launch,Medium,30035
EV0364,2026-03-25,FIE017,launch,Low,29452
EV0365,2026-03-26,FIE034,stakeholder_request,Medium,35436
EV0366,2026-03-27,FIE027,qa_check,High,11158
EV0367,2026-03-28,FIE031,experiment,High,26228
EV0368,2026-03-29,FIE003,stakeholder_request,Low,37695
EV0369,2026-03-30,FIE019,qa_check,High,25972
EV0370,2026-03-31,FIE012,exception,Low,29412
EV0371,2026-04-01,FIE008,handoff,High,46165
EV0372,2026-04-02,FIE035,experiment,High,42303
EV0373,2026-04-03,FIE017,handoff,Low,9085
EV0374,2026-04-04,FIE015,exception,High,25090
EV0375,2026-04-05,FIE032,experiment,Medium,34362
EV0376,2026-04-06,FIE023,qa_check,High,43027
EV0377,2026-04-07,FIE021,handoff,High,7771
EV0378,2026-04-08,FIE002,exception,Low,41420
EV0379,2026-04-09,FIE017,stakeholder_request,Low,28729
